126,6286,0.974086875251204
270,271,0.934999883332448
395,396,0.893112500188167
403,4611,1.0
527,4261,0.9993471815071957
550,4480,0.6875562770138778
618,619,0.9563996840820773
621,7520,0.6505973575737534
621,10297,0.6528932551783615
718,719,0.9737872087570093
736,1614,0.9964597905981053
784,785,0.9257089469400173
810,7830,0.9981970279978452
922,925,0.6613714786466964
926,5491,0.9945181163860578
1008,7754,0.6694730775107035
1008,10633,0.7050293617958919
1216,1217,0.9048336333686423
1285,2474,0.7081830317696296
1285,3537,0.7136175423054352
1285,5107,0.6946972289879558
1285,5783,0.6685496070565787
1285,8184,0.6672385774552434
1285,8485,0.7085034470387254
1302,1303,0.9999034920866237
1487,8738,0.9862797763088255
1489,4202,0.9993754319155369
1505,7269,0.6890918289671734
1627,3500,0.9875839690745186
1635,1818,1.0000000000000002
1811,7754,0.7462800920088614
1811,10633,0.7850758605559097
2153,2474,0.7281026329564494
2153,3537,0.757363031945275
2153,5107,0.7223460976112173
2153,5783,0.6798692967964396
2153,8184,0.6921551616973445
2153,8485,0.7374253483942774
2453,10329,0.6968796616306008
2474,3537,0.8265240395625745
2474,5107,0.7823388553415156
2474,5783,0.737458726222227
2474,8184,0.7507527846165203
2474,8485,0.7947504960459627
2619,11319,0.9958514929238191
2778,2779,0.9582884479458813
3205,3206,0.6828843221862642
3503,6319,0.6647799905023907
3537,5107,0.8259271881235711
3537,5783,0.7699164773545103
3537,8184,0.7828385073619963
3537,8485,0.835795964615895
3537,8921,0.6570765934375635
3994,9742,0.9648582163864905
4201,8047,1.0000000000000002
4273,4274,0.9859435415960905
4401,11564,0.6542716013927056
4406,8729,0.7455474439390409
4462,7772,0.976779735060428
4480,10570,0.65003208451381
4480,10618,0.6607425586589527
4547,4548,0.9626070414069644
4835,4836,0.7486661624656498
4934,5732,0.9979925223663613
4937,8102,0.6530100381802494
5107,5783,0.7349329116467285
5107,8184,0.7391590911333988
5107,8485,0.789889492490265
5279,8446,0.7400965848680024
5282,5283,0.9867444508266848
5783,8184,0.6984717928804713
5783,8485,0.7448570575565138
6035,6040,0.9830625208399157
6092,6097,0.7574736300388292
6092,7617,0.6638428446285265
6097,7617,0.6821308383690129
6097,8731,0.6834215066529636
6097,9944,0.656254854515442
6097,11293,0.6786567149382536
6104,9311,0.6703482581876932
6104,9944,0.679163306044828
6310,6311,0.9890870766237945
6321,7453,0.7325220275287672
6348,8680,0.8929596984523087
6403,9448,0.6925856321487103
6421,6422,1.0
6528,6529,0.9932502790374784
6559,7598,0.9811643788934239
6978,11083,0.9700006525543368
7479,8642,0.7036594048539685
7617,9311,0.6516863174352486
7617,11293,0.6512698408874054
7638,11069,0.9956598032220835
7754,10633,0.8810855288287607
7890,9022,0.9955157474234172
8140,8142,0.7188415884438814
8184,8485,0.7557545393445514
8457,8458,0.6783245125148674
8528,8530,0.6611135004025155
8731,11952,0.6604126816516359
8826,11119,0.9778647705510477
8841,11409,0.9882156039740644
9166,9317,0.9996513548329965
9311,9944,0.6865119794213237
9484,10550,0.6534000908552234
10844,10845,0.6765299329876359
10893,11503,0.6953525607770898
11092,11111,0.7433410683680939
11441,11755,0.9916696437941872
11625,11626,0.9950912132152764
11710,11711,0.9308253692999862
